,index,Unnamed: 0,Date,Title,Introduction,prediction
748,1350,1517,2023-08-05,赵丽颖的心态,导语：赵丽颖的心态,Negative
749,1351,1518,2023-08-05,想当兵的体育生18岁成人礼却纹了大花臂,导语：作为体育生的小周，身材挺拔强壮，一直梦想有朝一日能够穿上笔挺的军装为祖国奉献青春。当他听闻学校里将进行征兵，便兴冲冲地找了辅导员。但他送给自己的“成人礼”——花臂文身，却成了最大的阻碍。,Positive
750,1353,1520,2023-08-05,迪丽热巴龚俊安乐传大结局预告,导语：迪丽热巴龚俊安乐传大结局预告,Positive
751,1354,1521,2023-08-05,张艺凡去看TFBOYS演唱会,导语：张艺凡去看TFBOYS演唱会,Positive
752,1356,1523,2023-08-05,忘了相柳没钱了,导语：忘了相柳没钱了,Negative
753,1357,1524,2023-08-05,邓为上班好多人拍,导语：邓为上班好多人拍，邓为真火了,Negative
754,1361,1528,2023-08-05,霉霉拥抱科比小女儿,导语：Taylor Swift拥抱科比的小女儿Biank，还将22帽子送给了小姑娘。,Negative
755,1365,1532,2023-08-05,知名华人企业家在美国酒店身亡,导语：据美国世界新闻网8月3日报道，美国知名华人企业家、美国华人华侨联合总会主席林建新8月2日晚被发现在纽约一家酒店内死亡。,Negative
756,1366,1533,2023-08-05,曾黎造型,导语：曾黎最新造型路透来了！曾黎真的好美～,Positive
757,1367,1534,2023-08-05,孙艺珍说拜托我家新郎给我拍的,导语：孙艺珍说拜托我家新郎给我拍的，玄彬拍的孙艺珍也太美了吧，呜呜婚后如初恋,Negative
758,1368,1535,2023-08-05,JYP选秀正脸公开,导语：jyp选秀正脸公开,Positive
759,1369,1536,2023-08-05,林一翻跳ENHYPEN的biteme,导语：林一见面会生图来啦，被今日的爱豆林一狠狠狙击到,Positive
760,1370,1537,2023-08-05,张晚意演过乔家的儿女,导语：轮到张晚意被考古了，别管！《乔家的儿女》的乔二强演技yyds！好喜欢二强的角色，固执而长情！,Positive
761,1372,1539,2023-08-05,王俊凯王源易烊千玺新歌字数统计,导语：王俊凯王源易烊千玺新歌字数统计,Positive
762,1373,1540,2023-08-05,TFBOYS演唱会西安公交开3条免费摆渡线路,导语：8月5日，陕西西安。西安市交通运输局发布通知，西安公交交通集团将在8月6日22:00-24:00开通三条免费摆渡线路，并根据散场客流情况进行调整。,Negative
763,1374,1541,2023-08-05,王俊凯王源易烊千玺喜欢你彩排,导语：王俊凯王源易烊千玺喜欢你彩排，西安演唱会的又一首歌来啦，忍不住要跟着一起唱起来了！,Positive
764,1375,1542,2023-08-05,舒兰市一常务副市长在抗洪抢险中失联,导语：连续强降雨造成吉林省舒兰市多村镇出现洪水漫灌，部分桥梁垮塌、道路受损等险情。截至8月4日19时30分，此轮强降雨已经造成1人遇难，4人失联。网传舒兰市一名常务副市长在抗洪抢险中失联，8月5日，上游新闻记者从当地了解到，该消息属实。,Positive
765,1376,1543,2023-08-05,哇唧唧哇简介没看见肖战,导语：哇唧唧哇简介没看见肖战,Negative
766,1378,1545,2023-08-05,迪丽热巴泼水速度,导语：《你好星期六》迪丽热巴泼水速度,Negative
767,1386,1553,2023-08-05,黄锐不去TFBOYS演唱会了,导语：黄锐不去TFBOYS演唱会了，呜呜呜都是没抢到票的人呀，明天一起看线上直播吧,Negative
768,1387,1554,2023-08-05,周深尊嘟假嘟,导语：周深本人都不知道要开演唱会呐~揪星：尊嘟假嘟？？,Negative
769,1388,1555,2023-08-05,迪丽热巴跳舞真迪甜,导语：迪丽热巴在《你好，星期六》跳舞啦，热巴跳舞真的好甜呀~一秒心动！,Positive
770,1389,1556,2023-08-05,网友偶遇王宝强车队援助河北,导语：8月5日，网友在保定定兴服务区偶遇王宝强本人，带着救灾物资驰援河北。,Negative
771,1391,1558,2023-08-05,1岁女童一头栽进洗澡桶溺水挣扎,导语：8月2日，湖北咸宁。1岁女童在家人身后的洗澡桶溺水挣扎，约15秒后家人才反应过来将孩子救起的视频引网友热议。,Positive
772,1393,1560,2023-08-05,男子婚内与外遇生女双双获刑,导语：近日，江苏的李女士向法院起诉，称丈夫张某婚内出轨一女子王某，两人不仅生育一女，还常年以夫妻名义同居生活。,Positive
773,1395,1562,2023-08-05,起猛了看见龚俊迪丽热巴演现偶,导语：起猛了看见迪丽热巴龚俊演现偶，《你好星期六》今晚见！,Positive
774,1397,1564,2023-08-05,张艺兴新电影破亿海报,导语：张艺兴新电影《孤注一掷》破亿海报,Positive
775,1398,1565,2023-08-05,妲己的报应来得很突然,导语：努力学习中文的娜然太可爱啦！,Positive
776,1399,1566,2023-08-05,河南新一轮暴雨上线,导语：据@河南气象 ，河南省气象台8月5日10时发布强对流蓝色预警：预计8月5日10时至6日08时，黄河以北和郑州、开封、商丘、周口北部、洛阳东部、三门峡东部、许昌、平顶山、南阳西部部分县市将出现8-10级（局部11-12级）雷暴大风,Positive
777,1402,1569,2023-08-05,林俊杰亲自认证浪漫广西梗,导语：林俊杰亲自认证浪漫广西梗,Negative
778,1404,1571,2023-08-05,何超莲的沉默震耳欲聋,导语：#吃货达人打卡吧#何超莲用沉默回应了《宋木子之歌》，直接把人听懵了可还行,Positive
779,1405,1572,2023-08-05,王俊凯裤腿P叉了,导语：王俊凯裤腿p叉了,Negative
780,1406,1573,2023-08-05,川籍艺人用四川话为成都大运会打call,导语：成都大运会正如火如荼进行中，想知道如何用四川话为运动健儿们加油吗？,Positive
781,1407,1574,2023-08-05,退伍军人从2楼跳入洪水为救援队开门,导语：河北涿州一小区遭洪水围困，但小区大门紧闭，救援艇无法进入。危急时刻，退伍军人孟令鹏戴上泳镜，从2楼家中跳入洪水，为救援队打开大门。,Positive
782,1410,1577,2023-08-05,杨紫回应外形质疑,导语：《人民文娱》采访杨紫回应外形质疑！杨紫谈转型！ ​​​,Negative
783,1412,1579,2023-08-05,李飞什么时候开家族演唱会,导语：李飞什么时候开家族演唱会，TFBOYS，时代少年团，TF三代四代，敖子逸，张艺凡，邓恩熙，这么多宝藏艺人,Negative
784,1413,1580,2023-08-05,中新网评TFBOYS粉丝抢位置打架,导语：月6日，TFBOYS“十年之约”演唱会即将在西安奥体中心体育场举行。4日，据多名网友晒图，不少粉丝提前在场外聚集应援。这一举动不仅影响公共秩序，其中一些不理智的粉丝更因为抢占位置，做出违法违规行为。,Positive
785,1417,1584,2023-08-05,金晨深V开叉裙,导语：电影《孤注一掷》云南首映礼 金晨身穿黑色深V开叉裙~,Positive
786,1418,1585,2023-08-05,秦霄贤桃花全靠自己种,导语：秦霄贤抱着桃花录制综艺《我们恋爱吧》，老秦是想在恋综里种下自己的桃花吗？ ​,Negative
787,1419,1586,2023-08-05,彭昱畅新剧4集哭了7次,导语：《异人之下》彭昱畅张楚岚4集哭了7次。“平平无奇”的大学生，可谓是命运多舛。,Positive
788,1423,1592,2023-08-05,暴雨洪水过后的安全及防疫提醒,导语：不要喝生水及地下水、不吃被洪水浸泡过的食物，#洪水过后房屋要彻底清洁和消毒#，#暴雨洪水过后的安全及防疫提醒#↓↓转发周知！ ​,Positive
789,1425,1594,2023-08-05,TFBOYS十年纪念专辑配置,导语：TFBOYS十年纪念专辑配置公开,Negative
790,1426,1595,2023-08-05,新华网评价巨齿鲨2,导语：今日，新华网发文评价电影《巨齿鲨2·深渊》,Positive
791,1428,1597,2023-08-05,小伙手腕上刺初恋分手后相亲次次告吹,导语：说起自己的文身，章先生有些感慨，“那会还在上大学，谈了一场刻骨铭心的初恋。为了证明自己的爱永不过期，我就在初恋女友的陪伴下，把我们的纪念日、姓氏首字母搭配了一个条码图案，文在了手腕处。”,Positive
792,1429,1598,2023-08-05,毕雯珺回应新剧造型争议,导语：毕雯珺回应新剧造型争议,Negative
793,1431,1600,2023-08-05,七时吉祥无限流爱情副本,导语：七次情劫，准备开始！,Positive
794,1432,1601,2023-08-05,王俊凯不完美小孩彩排路透,导语：王俊凯十周年演唱会彩排唱《不完美小孩》,Positive
795,1434,1603,2023-08-05,eStar对战WB,导语：19:00 武汉eStarPro vs 北京WB（败者组第三轮，上海） #eStar对战WB#,Negative
796,1435,1604,2023-08-05,黄奕晒女儿夏令营行李箱,导语：黄奕晒女儿夏令营行李箱,Positive
797,1436,1605,2023-08-05,暑假工25天挣三千多什么水平,导语：暑假工25天挣三千多什么水平？,Negative
798,1439,1608,2023-08-05,你别哭解放军在这呢,导语：近日，北京门头沟某村因暴雨导致多日信号中断，与外界失联，某通信部队用军用通信设备帮群众与家人联系。一位老人和女儿通话时说：“你别哭啊，解放军在这呢，你就放心吧。”#这就是解放军给的安全感#，愿所有人都平安！,Positive
799,1444,1613,2023-08-05,大爷用白洋淀景区游船当救援船,导语：近日，河北涿州，多名大爷从白洋淀赶往涿州，用白洋淀景区的游船当救援船，一上午安全转移百余人。一位大爷表示：“我们是白洋淀的，专门来这儿救人来了。”,Positive
800,1445,1614,2023-08-05,王俊凯王源易烊千玺小黑屋合集,导语：王俊凯王源易烊千玺小黑屋合集，一起来重温一下吧，期待三小只明天的舞台哦！,Positive
801,1447,1616,2023-08-05,国乒包揽大运会乒乓球全部金牌,导语：成都大运会乒乓球共设置7个项目，国乒实现包揽,Negative
802,1451,1620,2023-08-05,钱天一四冠王,导语：钱天一4比3出泽杏佳，获得成都大运会乒乓球女单冠军，钱天一也成为本届大运会的四冠王！,Positive
803,1452,1621,2023-08-05,女孩租房开2小时空调用完100元电费,导语：近日，江苏苏州。女孩租房当天充值了100元电费，开着空调不到2小时发现电费已用完。,Negative
804,1453,1622,2023-08-05,潘玮柏被芯竹问为什么淘汰我,导语：《中国好声音》现场潘玮柏被芯竹问为什么你淘汰我？,Negative
805,1456,1625,2023-08-05,沈梦辰听到林允吐了的反应,导语：@林允Jelly 身体不适去厕所吐了，沈梦辰放下手里的小番茄去关心林允 还主动承担下后续林允的菜品！,Positive
806,1457,1626,2023-08-05,0713首演情景喜剧,导语：陈楚生、张远、王栎鑫加盟《开播情景喜剧2》首次出演情景喜剧,Positive
807,1458,1627,2023-08-05,女法医留遗言我死了你们接着解剖我,导语：南方医科大学教授王慧君，29年来解剖近1800例遗体。2003年，她戴棉布口罩、穿雨靴解剖了3例传染病遗体，上手术台前还留下遗言“如果我死了，你们接着解剖我”，幸运的是未曾感染，此后她又多次解剖艾滋病等逝者遗体。,Positive
808,1461,1630,2023-08-05,相柳死前拿着送给小夭的大肚娃娃和箭,导语：相柳死前拿着送给小夭的大肚娃娃和箭，甚至在战死前替小夭安排好了一切,Positive
809,1463,1632,2023-08-05,杨幂向涿州灾区捐赠物资,导语：杨幂向涿州灾区捐赠物资,Positive
810,1464,1633,2023-08-05,吉林舒兰强降雨已造成1死4失联,导语：截至4日15时，吉林舒兰市平均降雨量达111.7毫米。其中强降雨中心永胜林场降雨量达489.0毫米。截至4日19时30分，此轮强降雨已造成1人遇难，4人失联。为应对本轮强降雨，舒兰当地陆续转移受灾群众14380人。目前，此轮灾情造成13.4万人受灾。,Positive
811,1465,1634,2023-08-05,媒体十二问涿州泄洪,导语：这是1963年以来，涿州第一次经历严重洪灾。人们此前对洪水没有概念，也没有应对经验。随着灾情演变，救援进入，质疑声随之出现,Negative
812,1466,1635,2023-08-05,TFBOYS彩排有花轿,导语：TFBOYS彩排有花轿,Positive
813,1467,1636,2023-08-05,爸爸涿州直升机救39人女儿夸很牛,导语：爸爸在涿州用直升机救起39人，女儿送俩字：很牛！被女儿崇拜的他，曾在涿州救起小女孩。,Positive
814,1468,1637,2023-08-05,泄洪行洪蓄滞洪区都是啥意思,导语：近日，受台风影响，多地出现极端降雨过程，部分地区洪涝地质灾害严重。报道中出现了不少水利术语，你都了解吗？什么是泄洪？什么是行洪？#蓄滞洪区在哪些地方#？,Positive
815,1469,1638,2023-08-05,王源演唱会个人solo路透,导语：王源演唱会个人solo路透,Positive
816,1470,1639,2023-08-05,Hero声明,导语：Hero就最近粉丝关心的问题发布声明。,Negative
817,1471,1640,2023-08-05,唐恬是团粉吧,导语：唐恬你是团粉吧,Positive
818,1472,1641,2023-08-05,真的佩服夏天还坚持穿长裤的人,导语：佩服夏天还坚持穿长裤的人,Negative
819,1476,1645,2023-08-05,此沙封神有效妆造,导语：强烈建议此沙杨戬造型半永久！！,Positive
820,1479,1648,2023-08-05,谷爱凌成都夜跑,导语：我们的朋友超自律！谷爱凌在社交媒体中晒出夜跑视频，并配文：“晚上10点21分，在结束了今天14个小时的工作后跑步通勤下班。” ​,Positive
821,1483,1652,2023-08-05,迪丽热巴龚俊复古风大片,导语：《安乐传》安居乐烨又双叒叕开仓放粮啦！迪丽热巴龚俊复古风大片高甜来袭~~~,Positive
822,1484,1653,2023-08-05,黑龙江尚志继续停课停工停运,导语：黑龙江省尚志市发生强降雨天气，雨情叠加、汛情叠加、风险叠加、灾害叠加，情况异常复杂，形势十分严峻。经市防汛抗旱指挥部研究决定，8月5日全市继续停课、停工、停产、停运、停业一天。,Positive
823,1485,1655,2023-08-05,杭州这些地方很热烈,导语：亚运主题@电影热烈 正在热映，很多杭州人惊喜发现，@UNIQ-王一博 到过的地方，是不是很眼熟？,Positive
824,1486,1656,2023-08-05,王俊凯新歌唱rap,导语：王俊凯新歌《明天见》唱rap,Negative
825,1487,1657,2023-08-05,乔欣爸爸曾被电话诈骗,导语：乔欣在综艺《是好朋友的周末》自曝爸爸曾被电话诈骗,Positive
826,1491,1662,2023-08-05,积水中黑龙江消防员片刻不停救援,导语：受强降雨影响，多地积水严重，有群众被困。消防员接警不断，在桥洞下救出被困者，转移行动不便的老人，抽水排涝数10小时……他们在积水中忙碌着，愿平安～,Negative
827,1494,1665,2023-08-05,TFBOYS粉丝已在体育场外守候,导语：8月4日，陕西西安。有网友拍到奥体中心体育场外，已有不少粉丝坐在体育场外守候，民警在现场维持秩序。网友：致敬，人民警察辛苦啦。,Positive
828,1497,1668,2023-08-05,尤长靖说我是来自马来西亚的华人,导语：昨晚乌兰布统国际音乐节@尤长靖 的开场自我介绍说“大家好，我是来自马来西亚的华人尤长靖！”一瞬间燃起来了,Positive
829,1498,1669,2023-08-05,贾乃亮六万斤大米驰援灾区,导语：贾乃亮携手中国乡村发展基金会，支援京津冀洪涝灾害救援物资。,Positive
830,1501,1672,2023-08-05,我为涿州买本书,导语：淘宝联合了中图网、未读等十几家受灾严重的出版方和图书公司，上线了「我为涿州买本书」专场。商品皆为受损失的图书商家紧急盘点出来的可以进行正常销售的图书和周边产品。,Positive
831,1504,1675,2023-08-05,大运会男篮中国战胜日本,导语：成都大运会中国男篮84-62排位赛战胜日本男篮！,Positive
832,1506,1677,2023-08-05,起猛了我的小床睡过大英雄,导语：8月3日，河北涿州。连日暴雨造成当地洪涝灾害，全国各地救援队千里驰援。涿州一位大哥腾出托儿所为救援队员提供休息场所。,Positive
833,1507,1678,2023-08-05,马立奥四岁父母仍在暧昧期,导语：《爸爸当家2》马立奥父母这对先婚后爱太好磕了，马立奥四岁了父母还在暧昧期,Positive
834,1508,1679,2023-08-05,杨紫工作室招募令,导语：看来工作室听进去了！,Negative
835,1509,1680,2023-08-05,周扬青穿比基尼,导语：周扬青出海穿比基尼，这也太辣了吧，美女身材真好！,Positive
836,1510,1681,2023-08-05,全麻醒来一直喊要见相柳,导语：全麻醒来一直喊要见相柳,Negative
837,1511,1682,2023-08-05,大熊猫被奶爸揪耳朵气得翻白眼,导语：8月4日，北京。大熊猫“白天”吃窝头先让奶爸按摩，奶爸按了好久无奈之下轻轻揪了下耳朵，没想到“白天”竟转过头翻了奶爸一个白眼！,Positive
838,1512,1683,2023-08-05,杨紫檀健次小学生对话,导语：杨紫檀健次小学生对话,Positive
839,1513,1684,2023-08-05,刘宪华急到用三种语言抢人,导语：今晚《中国好声音》，刘宪华为了抢到心仪的学员，普通话英文闽南语轮番上阵！,Positive
840,1515,1686,2023-08-05,什么是莲花楼,导语：《莲花楼》格局打开了,Negative
841,1517,1688,2023-08-05,毛球说相柳又要夸我了,导语：长相思，毛球说相柳又要夸我了，今天是乖乖坐在海边等主人的毛球呀,Positive
842,1520,1693,2023-08-05,早晨起床不要空腹喝酸奶,导语：早晨起床不要空腹喝酸奶,Negative
843,1521,1695,2023-08-05,周深向河北灾区捐赠物资,导语：周深向河北灾区捐赠物资，愿爱生生不息，河北加油！,Positive
844,1528,1702,2023-08-05,卡努或将急转弯转向东北,导语：预报显示，今年第6号台风“卡努”有可能会在浙江南部近海发生一个“急转弯”，转向东北方向。浙江沿海已经感受到台风的威力。,Positive
845,1529,1703,2023-08-05,三体原型里的恒星是汉代发现的,导语：看这期《博物馆之城2》三体原型里的恒星是汉代发现的,Positive
846,1533,1715,2023-08-05,公公51岁还在治愈自己的童年,导语：公公51岁还在治愈自己的童年。,Positive
847,1539,1732,2023-08-05,鹿晗也要追异人之下,导语：鹿晗为许宏宇《异人之下》宣传,Negative
848,1544,1741,2023-08-05,封神彩蛋,导语：《封神第一部》片尾彩蛋，闻仲太师还朝，四大天王出场，给第二部大战拉开序幕，让你期待续集了吗？,Positive
849,1546,1744,2023-08-05,黑龙江尚志市暴雨,导语：8月3日9时，哈尔滨气象台发布暴雨黄色预警信号：预计未来6小时尚志降水仍将持续，局地将有 80～100 毫米的降水。8月3日下午，齐鲁晚报记者联系了尚志市市民，他们告诉记者，雨下了一夜，小区附近的笃信桥被河水漫过，但截至中午雨已经停了。,Positive
850,1551,1756,2023-08-05,张踩玲婆婆,导语：综艺《这样的你》里张踩玲在访谈中讲述了自己婆婆的一件事儿，感慨到尊重和聆听一个人很难！,Positive
851,1553,1760,2023-08-06,第一个上太空演奏的中国传统乐器,导语：筝，是我国最古老的弹拨乐器之一，也是第一个上太空演奏的中国传统乐器。,Positive
852,1554,1761,2023-08-06,吉林舒兰3名失联公职人员确认牺牲,导语：据吉林省舒兰市抗洪抢险指挥部：此前在抗洪抢险过程中失联的3名公职人员分别被找到，已无生命体征，因公牺牲。,Positive
853,1558,1765,2023-08-06,TFBOYS快本的信,导语：TFBOYS快本的信,Positive
854,1560,1767,2023-08-06,七时吉祥定档,导语：东方幻想，彩云神话，《七时吉祥》8月10日起🥝开播！  ​​​,Positive
855,1563,1770,2023-08-06,直到25岁我才真正读完了中学,导语：直到25岁我才真正读完了中学,Positive
856,1569,1776,2023-08-06,大运会中国女排战胜日本夺金,导语：在刚刚结束的成都大运会女子排球决赛中，中国大学生体育代表团以3:0战胜日本获得金牌。,Positive
857,1570,1777,2023-08-06,女生地震后坐电梯回家被困30分钟,导语：8月6日，山东济南。因德州地震，济南有明显震感。王女士感到地震后就立即离家，等没有余震后，便想回家休息。没想到乘坐电梯时，电梯卡住，王女士被困半个多小时。,Positive
858,1573,1780,2023-08-06,广州80岁名医逝世当天仍在出门诊,导语：8月4日，广东省名中医吴维城逝世，享年80岁。吴维城出生于中医世家，从医56年，为中医内科名家，有“送子观音”的美誉。他在晚年高龄时病痛缠身，但仍坚持每周出诊。在逝世当日上午，他仍在出门诊，坚持治病带教，直至人生的最后一天。,Positive
859,1574,1781,2023-08-06,王俊凯拆台王源,导语：TFBOYS演唱会王俊凯拆台王源,Positive
860,1575,1782,2023-08-06,原来穿高跟鞋从背后看是这样的,导语：#原来穿高跟鞋从背后看是这样的#,Positive
861,1576,1783,2023-08-06,女生出生起14年每天抱毯睡用成絮状,导语：8月4日，上海。2009年出生的小王有1条小毯子，小王从小到大每天都抱着毯子睡觉，毯子也随着时间推移越来越破,Negative
862,1578,1785,2023-08-06,旭旭宝宝签约抖音,导语：旭旭宝宝宣布与斗鱼解约将入驻抖音直播，你们看好吗？,Negative
863,1581,1789,2023-08-06,大妈踩在丹霞地貌上疯狂拍照,导语：8月5日，陕西榆林。有网友发视频称，在靖边县波浪谷一大妈踩着丹霞地貌拍照。,Positive
864,1582,1790,2023-08-06,李飞和黄锐在台下belike,导语：李飞和黄锐在台下：,Positive
865,1583,1791,2023-08-06,孤注一掷刷新中国影史点映单日票房纪录,导语：塔专业版实时数据，影片《孤注一掷》点映次日票房破1.793亿，超过《西游记女儿国》1.7928亿（2018年2月14日)，刷新中国影史点映单日票房纪录！,Negative
866,1585,1795,2023-08-06,高铁上的大叔被女儿问尴尬了,导语：高铁上的大叔被女儿问尴尬了,Negative
867,1586,1796,2023-08-06,杨紫是懂断更的,导语：杨紫是懂断更的,Positive
868,1590,1801,2023-08-06,现在就出发,导语：这个夏日来《现在就出发》开启一场快乐的充电之旅吧。,Negative
869,1592,1803,2023-08-06,刘宪华贵阳,导语：刘宪华贵阳音乐节,Positive
870,1593,1804,2023-08-06,路过民警一声吼挽救两个家庭,导语：8月3日，重庆。一皮卡车在路上倒车，不慎撞倒人，之后毫无察觉继续倒车，路过民警见状赶紧大吼叫停！好在司机及时停车，被撞到的居民身体并无大碍，手肘擦破了皮。民警表示“也算是挽救了两个家庭”！,Negative
871,1596,1807,2023-08-06,XYG状态,导语：XYG状态咋了？,Positive
872,1597,1808,2023-08-06,吉林舒兰失联常务副市长牺牲,导语：据吉林省舒兰市抗洪抢险指挥部：此前在抗洪抢险过程中失联的舒兰市委常委、常务副市长骆旭东因公牺牲。,Positive
873,1599,1810,2023-08-06,太平公主薛绍婚礼火炬烤焦沿途树木,导语：太平公主和薛绍的“世纪婚礼”到底有多盛大隆重？在婚礼的路上设置的照明灯烛火炬太多，以至于把婚礼沿途的行道树都烤焦了。,Positive
874,1601,1812,2023-08-06,陆虎老婆为王俊凯伴奏,导语：TFBPYS十年之约演唱会，陆虎老婆陈曌旭为王俊凯伴奏。,Positive
875,1604,1815,2023-08-06,王源踹的是时代峰峻大门吧,导语：#王源踹的是时代峰峻大门吧#  哈哈哈哈哈 ​,Positive
876,1606,1818,2023-08-06,王俊凯突然唱你有没有爱上我,导语：TFBOYS十年之约演唱会开场前，王俊凯突然唱“你有没有爱上我~”,Negative
877,1607,1819,2023-08-06,易烊千玺读信,导语：易烊千玺在节目里读信，千式苏音太撩人了，耳朵要酥炸了～,Negative
878,1608,1820,2023-08-06,王俊凯妈妈来看TFBOYS演唱会,导语：王俊凯妈妈来看TFBOYS演唱会,Positive
879,1613,1825,2023-08-06,LNG战胜EDG,导语：S13资格赛首日，LNG大比分3-1战胜EDG，成功锁定S13世界赛，恭喜！,Negative
880,1614,1827,2023-08-06,青春修炼手册开场,导语：TFBOYS十年之约演唱会《青春修炼手册》开场,Negative
881,1615,1828,2023-08-06,张远破音,导语：张远《开播！情景喜剧2》现场清唱新歌破音翻车，原来都是没提前喝水惹的祸～,Negative
882,1618,1831,2023-08-06,他们仨都笑了,导语：他们仨都笑了，啊啊啊啊啊,Negative
883,1621,1834,2023-08-06,邓恩熙张艺凡都去看了,导语：邓恩熙张艺凡大公主二公主都去看了，下辈子我来当三公主,Positive
884,1624,1837,2023-08-06,大家好我们是TFBOYS,导语：距离第一次听到他们说“大家好，我们是TFBOYS”，已经八年了。,Negative
885,1626,1839,2023-08-06,易烊千玺不收王传君版权费,导语：《五十公里桃花坞》王传君唱了易烊千玺的<同乘>，易烊千玺不收王传君版权费。,Positive
886,1628,1841,2023-08-06,LNG晋级S13,导语：恭喜LNG战胜EDG晋级S13！,Negative
887,1630,1843,2023-08-06,易烊千玺唱大花轿,导语：易烊千玺唱大花轿！,Negative
888,1633,1846,2023-08-06,地震发生他们的选择不是跑,导语：8月6日2时33分，山东省德州市平原县发生5.5级地震。这段视频是地震发生时山东平原火车站行车室内画面：平原火车站三名铁路工作人员坚守岗位，紧急拦停辖内运行的7趟列车。,Positive
889,1636,1849,2023-08-06,中国选手将球拍借给无拍可用的对手,导语：近日，成都大运会羽毛球男单比赛中，乌干达选手球拍断线，却没有可替换的球拍。正当他不知所措时，中国选手王正行递出了自己的备用拍，帮助他完成了比赛。,Negative
890,1637,1850,2023-08-06,优酷客服回应网友有偿共享TFBOYS直播,导语：8月6日晚，TFBOYS十周年演唱会将在西安举行。除了线下，优酷还推出了线上直播，主舞台价格为39元，全机位99元。有不少网友在多个社交平台发文称，可通过腾讯会议等应用共享演唱会直播屏幕，有的每人需支付1元到5元。优酷客服表示，不支持开展相关活动，必要时追究法律责任。,Negative
891,1638,1851,2023-08-06,TFBOYS搂肩,导语：TFBOYS搂肩照，再靠近一点点,Positive
892,1639,1852,2023-08-06,让一让李飞来了,导语：让一让李飞来了,Positive
893,1644,1857,2023-08-06,王俊凯今天蓝发,导语：TFBOYS演唱会，王俊凯今天蓝发,Positive
894,1645,1858,2023-08-06,当i人男友有个e人女友,导语：当你有一个e人女朋友，快乐加倍!,Positive
895,1646,1859,2023-08-06,四川村民捡到2米长完整蛇蜕,导语：近日，四川绵阳一村民捡到一条超2米长王锦蛇蛇蜕。,Positive
896,1647,1860,2023-08-06,内向其实也是一种天赋,导语：杜素娟:内向才不是性格缺陷，内向也是一种天赋。,Positive
897,1649,1862,2023-08-06,老人敲击百万次后瓷盘出现一幅画,导语：75岁的单孟渤是刻瓷与蛋雕非遗传承人。近两年来，他将趵突泉、大明湖等济南美景刻在了4个瓷板上，完成了一套“济南胜景”。,Positive
898,1651,1864,2023-08-06,六公主认证长相思是现象级爆剧,导语：六公主认证长相思是现象级爆款古装剧,Positive
899,1652,1865,2023-08-06,腾讯会议,导语：腾讯会议，“会开会”用户量最快突破1亿的在线音视频软件,Negative
900,1653,1866,2023-08-06,TFBOYS曾说组合解散就重新一起出道,导语：TFBOYS曾说组合解散就重新一起出道，十年之约已到，三小只一直在不断进步，今晚舞台见！,Positive
901,1658,1871,2023-08-06,杨紫檀健次认真设计走位,导语：《长相思》杨紫檀健次认真设计走位,Positive
902,1659,1872,2023-08-06,李莲花方多病彻底决裂,导语：李莲花方多病彻底决裂,Positive
903,1660,1873,2023-08-06,苹果回应地震预警,导语：8月6日凌晨，山东德州平原县发生5.5级地震。不少国产手机手机内置地震预警功能，而苹果三星等品牌无内置功能。苹果客服回应称，iPhone确实是有地震预警这个功能的，在中国大陆受到地区的限制，所以才会无法使用。客服称，iPhone也可以实现地震预警功能。,Positive
904,1661,1874,2023-08-06,金晨抽烟镜头,导语：金晨《孤注一掷》抽烟镜头,Negative
905,1662,1875,2023-08-06,迪丽热巴兑换任安乐flag,导语：迪丽热巴兑换《安乐传》任安乐flag,Positive
906,1663,1876,2023-08-06,李敏镐肿了,导语：李敏镐肿了。,Positive
907,1664,1877,2023-08-06,夭柳的海外人气是nextlevel,导语：《长相思》夭柳的海外人气是nextlevel，真的是太好嗑了！ ​,Negative
908,1668,1881,2023-08-06,张晚意第三部古偶,导语：​《长相思》《锦绣安宁》《娇藏》，张晚意第三部古偶男主[哇],Positive
909,1671,1884,2023-08-06,安居乐烨大婚,导语：帝梓元韩烨大婚,Positive
910,1673,1886,2023-08-06,安乐传,导语：由迪丽热巴、龚俊领衔主演的电视剧《安乐传》，敬请期待～,Negative
911,1675,1888,2023-08-06,年轻人为什么不爱吃零食了,导语：你现在还爱吃零食吗？,Positive
912,1677,1890,2023-08-06,山东地震,导语：8月06日02时33分在山东德州市平原县（北纬37.16度，东经116.34度）发生5.5级地震，震源深度10千米。,Positive
913,1678,1891,2023-08-06,救援队女队员瞒着家人千里驰援涿州,导语：来自山东菏泽的救援队里，有一位女队员叫刘文明，瞒着家人千里驰援涿州，如今满载着爱启程回家！她说：是女儿 是妈妈 也会害怕！而我想对你说：感谢有你，因为你来了，我们没再怕！,Positive
914,1680,1893,2023-08-06,TFBOYS这些年你们装什么啊,导语：这些年你们到底在装什么！三人一起同框笑着聊天！关系这么好藏起来干嘛！ 能不能发发糖啊,Negative
915,1682,1895,2023-08-06,门票争夺战,导语：PEL夏季赛季后赛最后一天，15支战队决出10个晋级总决赛名额！,Positive
916,1688,1901,2023-08-06,小夭相柳偷偷藏不住,导语：小夭相柳偷偷藏不住,Positive
917,1690,1903,2023-08-06,吴京从此以后又多了一个身份,导语：吴京不仅产巨多表情包，从此以后还多了一个身份，那就是京骑队长,Positive
