,index,Unnamed: 0,Date,Title,Introduction,prediction
335,443,1222,2022-12-14,第一次送礼的小流浪猫,导语：第一次给你送礼的两只小流浪，好害羞哦,Negative
336,444,1223,2022-12-14,妈妈连续4天做饭儿子崩溃大哭,导语：12月13日，山东济南。女子连续4天做鸡蛋，儿子崩溃大哭。李女士称，她爱人和儿子阳了，近几天都是她做饭照顾爷俩，因为平常是孩子爸做饭，她不怎么进厨房，也就会做个鸡蛋，做别的也不好吃，吃了4天鸡蛋后，孩子就有点崩溃了，她看到后心里也挺心疼。,Positive
337,446,1227,2022-12-14,女子炖汤忘计时一锅骨头成骨灰,导语：近日，安徽滁州，女子厨房炖汤忘计时，等想起来过去查看时，美味的骨头汤早就炖干了，大骨头都变成了“骨灰”，看得人不由得捏了把冷汗。重要的事再说一遍：厨房用火不离人！,Positive
338,447,1229,2022-12-14,周柯宇清唱使徒行者主题曲越难越爱,导语：周柯宇《无限超越班》清唱使徒行者主题曲越难越爱,Positive
339,448,1230,2022-12-14,孙千风吹半夏眼神戏,导语：孙千风吹半夏眼神戏有点东西，你可以在她眼中看到所有你想看到的!,Positive
340,450,1246,2022-12-14,警方通报孩子在家门前遭碾压死亡,导语：湖北监利一网民发视频称，孩子在家门前玩耍时被一辆皮卡车碾压，家属质疑司机故意轧人，家属称孩子已离世。1,Positive
341,451,1253,2022-12-14,蔡徐坤晴雨午后邂逅视频,导语：蔡徐坤好帅,Positive
342,452,1255,2022-12-14,李一桐网名叫nidajie,导语：李一桐网名叫nidajie，我真的会笑，女王行为~ ​,Positive
343,453,1258,2022-12-14,主播熬夜看梅西后直播补觉,导语：梅西率领阿根廷3:0战胜克罗地亚，主播熬夜看球后直播补觉。,Negative
344,454,1260,2022-12-14,黑龙江招生考试院通报志愿者拍试卷袋,导语：：12月14日，黑龙江省招生考试院针对“哈尔滨工业大学一志愿者拍摄考研试卷袋”发布通报：经查：博文发布者为哈尔滨工业大学在读博士研究生，其参与的工作环节全程不接触试题，不存在试题失泄密。,Positive
345,457,1266,2022-12-14,女子感染新冠乱吃药致肝衰竭进ICU,导语：近日，一名40岁女子，感染新冠后因恐慌，只要一出现发烧症状就吃药想把体温压下去，结果因不遵照医嘱盲目吃药退烧，导致全身皮肤黄染，肝脏衰竭，被紧急送到医院ICU抢救。,Positive
346,458,1268,2022-12-14,梅西离大力神杯只差一步了,导语：今天凭借梅西和阿尔瓦雷斯的进球，阿根廷3:0击败克罗地亚队，率先晋级决赛，中文社交平台的网友表示：梅西离大力神杯只差一步了！,Positive
347,459,1269,2022-12-14,男子为节省抗原检测试剂自制混管,导语：一男子在和家人做抗原检测时为了节省抗原检测试剂盒，自制了三混一混管供一家人检测。据男子称，等了15分钟后检测结果显示为阴性。,Negative
348,460,1270,2022-12-14,天津网友曝柠檬遭哄抢,导语：12月13日，天津。网曝柠檬遭到居民抢购，男子直呼：吃不起柠檬了。据悉专家推荐新鲜柠檬泡水喝，可以缓解新冠症状。,Negative
349,461,1272,2022-12-14,时代少年团入围亚洲流行音乐大奖最佳团体,导语：时代少年团侠入围亚洲流行音乐大奖最佳团体，太棒啦！,Positive
350,462,1273,2022-12-14,Iwandy加入WE,导语：Iwandy加入西安曲江WE电子竞技俱乐部英雄联盟分部担任辅助选手。,Negative
351,464,1275,2022-12-14,邢昭林感染新冠,导语：邢昭林发文透露自己感染新冠，并分享经验，提醒大家一定多喝水！比流感严重，还是很难受的，所以日常防护要做好，但没必要恐慌！ ​,Positive
352,466,1277,2022-12-14,鹿晗战损妆造型,导语：鹿晗新歌MV中的战损妆造型真的太帅了，狠狠期待住明天的MV！,Positive
353,467,1279,2022-12-14,二十大报告里看未来,导语：中国式现代化从中国独特的文化传统中走来。用一句流行语来说：这是一场中华文明与现代化的“双向奔赴”。本期由中央党校（国家行政学院）科学社会主义教研部副教授张源，讲述为什么要走中国式现代化道路。,Positive
354,468,1282,2022-12-14,防治奥密克戎17个热点问题,导语：目前，新冠肺炎疫情仍处于流行态势，公众关心的热点问题有哪些？这份防治奥密克戎问答清单请收好！ ​​​​,Positive
355,469,1287,2022-12-14,被请回答1988花絮笑死,导语：被请回答1988花絮笑死！没想到你是这样的阿泽,Negative
356,470,1293,2022-12-14,张云龙官宣妻子的浪漫旅行6,导语：张云龙官宣妻子的浪漫旅行6，宝藏助理惊喜上线，期待节目！！,Positive
357,471,1297,2022-12-14,吴彤把尔冬升叫成陈凯歌,导语：《#无限超越班#》直播中，@吴彤 说“最后我们请凯歌导演……”然后立马反应过来“不好意思是尔导”。,Negative
358,473,1302,2022-12-14,痰咳不出来试试这个姿势,导语：不会咳痰的家人有救啦！！！说说你会不会咳痰呢？,Positive
359,474,1304,2022-12-14,刘耀文贺峻霖舞台比心wink,导语：东方风云榜奔向30音乐分享会，刘耀文贺峻霖舞台比心wink好可爱,Positive
360,475,1309,2022-12-14,男子科目一作弊从头到脚高科技,导语：近日，贵州，男子陆某考科一，民警用金属检测仪扫描到其胸口时，警报声响起。揭开衣服发现，从头到脚藏着一套高科技设备。,Positive
361,476,1311,2022-12-14,淘宝公布2022年度十大宝贝,导语：12月14日，2022淘宝年度大赏正式收官，飞盘、冰墩墩、露营、手机壳、考研教材，陆冲板、电热毯、儿童厨具、阳台种菜机、瑜伽裤入选2022十大年度宝贝。,Positive
362,477,1313,2022-12-14,2岁娃误把黄豆放鼻孔10天被泡发,导语：湖南长沙一位妈妈抱着一个2岁的孩子佳佳来到中南大学湘雅三医院就诊。妈妈说佳佳的右侧鼻腔在4天前曾吸入一红色异物，在当地诊所没有取出。医生取出后，在清理左侧鼻腔时，也发现了一颗被放了10多天的黄豆，当时黄豆已被泡软泡烂。将两侧的异物顺利取出后，目前已无大碍。,Negative
363,478,1314,2022-12-14,专家研判一个多月内或达到感染高峰,导语：虽然奥密克戎致病性、重症率降低，但传染性依旧非常强。多位专家作出研判，或在一个多月内达到感染高峰。,Positive
364,479,1315,2022-12-14,何运晨当卧底有点东西,导语：何运晨作为唐九洲阵营的卧底，潜入蒲熠星阵营成功盗取任务线索传递给九洲，为已方加分，不愧是卧底高玩！,Positive
365,480,1316,2022-12-14,WBG主教练Easyhoon,导语：WBG英雄联盟分部官宣主教练Easyhoon,Positive
366,481,1317,2022-12-14,婆婆打牌赢钱给儿媳当零花,导语：12月13日，湖南株洲。婆婆每年打牌都会将赢的钱全部放在花瓶里，到年底的时候将这些钱全部拿出来，给儿媳妇当零花钱。网友认为，好是互相的，儿媳一定也很孝顺婆婆才会对她那么好。也有不少网友表示羡慕。,Positive
367,482,1318,2022-12-14,赵垒对许半夏说你开心最重要,导语：《风吹半夏》赵垒给许半夏做微笑早餐，对许半夏说你开心最重要,Negative
368,483,1319,2022-12-14,赵樱子想演小龙女,导语：《无限超越班》网课中，无限艺员赵樱子被问到最喜欢哪个港剧角色时，表示自己最喜欢小龙女，很想演这个角色。,Positive
369,485,1322,2022-12-14,高中同学车祸失忆全班接力救助17年,导语：湖南常德，27年前，刚高中毕业的熊乾进遭遇车祸，大脑受损、肢体残疾，连电视都不会看的他，却牢牢记住几十个同学的名字。高中同学得知后，开始接力救助他，已经毕业解散的班级也为他再次聚集，如今这一救助已经持续了17年，参与同学达到49位，同学符喜保说：我们会一直扶持他到终老。,Negative
370,486,1323,2022-12-14,电影想见你黄雨萱预告,导语：《想见你》电影版释出黄雨萱角色预告(台版)。,Positive
371,487,1324,2022-12-14,马嘉祺紫色毛衫造型写真,导语：马嘉祺晒一组紫色毛衫温暖光影大片，侧颜和睫毛都好灵！,Positive
372,488,1325,2022-12-14,疾控局回应第二剂次加强针接种问题,导语：疾控局回应第二剂次加强针接种问题：希望符合条件人群积极主动尽早接种第二剂次加强针。,Negative
373,490,1327,2022-12-14,逆水寒新时装赤狐魅语,导语：逆水寒山海经主题系列外观第三弹——九尾狐主题「赤狐魅语」降临江湖！盛开桃林之下，那只天真可爱的九尾灵狐，你听到她的呢喃了吗……,Positive
374,492,1339,2022-12-14,医院回应医学生阳性带病上岗猝死,导语：针对“华西23岁研一医学生，阳性发热被迫带病上岗，在一线工作时猝死”的网络帖文，华西医院12月14日回应称目前仍在ICU抢救。,Positive
375,493,1348,2022-12-14,华西医院称医学生发烧3天还坚持上班不实,导语：据澎湃新闻消息，12月14日，针对“华西23岁研一医学生，阳性发热被迫带病上岗，在一线工作时猝死”的网络帖文，华西医院回应称目前仍在ICU抢救，发烧三天还坚持上班内容不实。,Positive
376,495,1359,2022-12-14,安宥真崔叡娜金采源宫胁咲良AAA同框,导语：安宥真崔叡娜金采源宫胁咲良AAA同框啦😭,Positive
377,497,1361,2022-12-14,大学生花850买上床下桌卧室变宿舍,导语：12月11日，河南鹤壁。郭同学在网上购买了一张宿舍版上床下桌，在爸爸和弟弟的帮助下，将家里闲置的小房间进行了改造。,Positive
378,498,1362,2022-12-14,EXOloveshot发行四周年,导语：2018年12月14日，EXO正规五辑后续专辑《Love Shot》正式发行，同名主打歌是一首以低沉的808贝斯和中毒性极强的副歌令人印象深刻的流行舞曲。,Negative
379,499,1363,2022-12-14,远嫁非洲女孩周周回应现状,导语：近日，网红周周更新了视频，发文称自己远嫁非洲快半年了。,Positive
380,501,1365,2022-12-14,华晨宇新专辑希忘Hope预告片,导语：华晨宇新专辑即将于2022/12/20 14:07PM上线~,Negative
381,502,1366,2022-12-14,世界杯四强球员身价,导语：转会市场盘点了本届世界杯四强球队中，身价最高的球员11人阵容，姆巴身价高达1.6亿欧元。上咪咕视频，看五大联赛，继续关注梅西、姆巴佩等球员的精彩表现,Positive
382,503,1368,2022-12-14,一下就把上班的痛苦转移了,导语：痛苦转移大法！,Negative
383,504,1370,2022-12-14,情景喜剧家有姐妹定档1216,导语：情景喜剧《家有姐妹》正式定档12.16精彩敬请期待～,Positive
384,505,1371,2022-12-14,马思纯充电完成vlog,"导语：马思纯充电完成vlog,🐴儿充电完成",Negative
385,506,1372,2022-12-14,女硕士当6年全职妈妈靠科普找回自信,导语：江苏淮安，遗传学硕士毕业的王路，6年前辞去重点高中生物老师的工作，成了一名“全职妈妈”。孩子上幼儿园后，王路开始在网上科普遗传学知识，她还会从女性和家长角度来科普有关女性衰老、儿童孤独症等话题，吸引了不少家长关注，这让她很有成就感。,Positive
386,507,1373,2022-12-14,原来王维是个斜杠青年,导语：《诗画中国》：王维不仅会写诗画画，还能“看图识曲”，妥妥的“斜杠青年”！,Positive
387,508,1374,2022-12-14,吴京说在浩渺宇宙间打开无尽可能,导语：《流浪地球》2发布新预告，吴京说在浩渺宇宙间打开无尽可能，期待早日在大银幕见面！,Positive
388,509,1375,2022-12-14,莫德里奇质疑裁判判罚,导语：莫德里奇：今天的裁判是最差之一，对我来说那不是点球,Negative
389,511,1398,2022-12-14,湖人vs凯尔特人,导语：NBA常规赛，湖人vs凯尔特人。,Positive
390,512,1399,2022-12-14,刘耀文想尝试反派打戏角色,导语：《无限超越班》直播，刘耀文喜欢杀破狼里吴京角色，刘耀文想尝试反派打戏角色,Negative
391,513,1404,2022-12-14,恋爱四年半男友考上公务员被分手,导语：12月11日贵州，女孩深夜饮酒痛哭，恋爱四年半男友考上公务员被分手，网友:上岸第一剑，先斩意中人。,Positive
392,514,1410,2022-12-14,虞书欣蓝发侧颜海报,导语：虞书欣蓝发侧颜海报🈶，虞书欣首张个人EP《Esther》预告​​​发布海报，蓝发侧颜朦胧感，真的好美，期待新歌的发布。,Positive
393,515,1411,2022-12-14,梅西发文庆祝晋级决赛,导语：世界杯半决赛，阿根廷3-0淘汰克罗地亚！赛后梅西发文：我们卷土重来！感谢相信这个集体的人！,Positive
394,516,1412,2022-12-14,陈奕迅打进世界杯半决赛,导语：2022世界杯首场半决赛，阿根廷3比0克罗地亚，率先晋级决赛，半决赛现场放起《孤勇者》！,Positive
395,517,1413,2022-12-14,韩出租司机因听不懂日语被日籍乘客暴打,导语：综合韩媒13日报道，一名在首尔江南闹市区殴打出租车司机的日本乘客近日被首尔警方移交至检察机关。据警方调查，这名日本人对韩国司机施暴的理由竟是“司机听不懂日语”。该报道一出，立即激起了韩国网民的愤怒情绪，有人在报道下写道：“（日本人）还以为朝鲜半岛是他们的殖民地啊……”,Negative
396,518,1414,2022-12-14,张新成谈和胡歌吴越合作的感受,导语：张新成采访谈到和胡歌吴越等前辈合作的感受，他们都很照顾自己，大家之间完全没有隔阂！,Positive
397,519,1416,2022-12-14,康复后衣物上是否有病毒存活,导语：阳性感染者康复过程中，在家中用过的东西、穿过的衣服是否有造成二次感染的可能性？,Positive
398,521,1418,2022-12-14,浓眉关键两罚不中,导语：浓眉两罚不中，塔图姆两分命中追平将比赛拖入加时，凯尔特人加时获胜。,Positive
399,523,1420,2022-12-14,猫咪摔坏价值12万翡翠手镯被连夜送走,导语：12月12日，广东揭阳，宠物猫在桌上玩耍时将翡翠手镯摔在地上。王先生称，这是缅甸冰种翡翠，属于A货，价值12万元，手镯已经裂了，后期只能镶金卖个几千。已经连夜打包将猫咪送去别的地方养。,Negative
400,524,1421,2022-12-14,杭州非遗手艺人用点茶给游客画像,导语：一杯热茶、一盒瓜果，再与一桌好友围坐畅谈，随着冬日来临，不少游客来到杭州径山体验径山茶的清馥香气。活动现场，杭州非遗手艺人还用点茶技艺为游客们在茶汤上画像，引来众多游客的围观参与。,Positive
401,525,1446,2022-12-14,阿根廷3比0克罗地亚,导语：世界杯，一场属于全球的足球盛宴，每个瞬间都在展现要强精神！2022FIFA世界杯全球官方赞助商蒙牛，营养世界的每一份要强！,Negative
402,526,1448,2022-12-14,女子偶遇酷似已故儿子的小伙,导语：窦美娟年仅22岁的儿子在执勤时遭遇车祸，因公殉职。今年12月3日，窦美娟偶然在商场里遇到了一位酷似儿子的年轻人。,Positive
403,527,1450,2022-12-14,鹿晗新歌MV预告视频,导语：鹿晗新歌《Keep Me Alive》MV将于明日12:07正式上线，狠狠期待住了！,Positive
404,528,1452,2022-12-14,LWX续约FPX,导语：经过与选手本人充分且友好的沟通和协商，FPX英雄联盟分部ADC选手林炜翔（ID: Lwx）正式续约,Positive
405,530,1454,2022-12-14,梅西成为阿根廷队世界杯射手王,导语：世界杯半决赛阿根廷vs克罗地亚，梅西打进世界杯第11球，超越巴蒂，阿根廷队史世界杯进球第一人！,Positive
406,533,1461,2022-12-14,N95口罩与KN95的区别,导语：口罩小百科：KN95和N95区别是什么？原来是这样的。,Positive
407,534,1462,2022-12-14,时代少年团三周年无尽的冒险舞台直拍,导语：时代少年团三周年《无尽的冒险》舞台直拍~,Negative
408,535,1463,2022-12-14,动画中国奇谭定档0101,导语：#动画中国奇谭定档0101# 新生力量浇灌百年经典，由上海美术电影制片厂、哔哩哔哩国创联合打造的中式奇幻短片集《中国奇谭》将于2023年1月1日上线！,Negative
409,536,1464,2022-12-14,10号果然是万能的,导语：35岁的梅西，37岁的莫德里奇，同在国家队身披10号球衣，无论谁赢都是10号赢了。,Positive
410,537,1466,2022-12-14,猫咪蜷缩在墙角被冻僵,导语：12月12日，新疆伊犁。寒冬雪地中，男子顺着雪地上的猫脚印，发现一只蜷缩在墙角的猫咪，上前抚摸时却发现猫咪已经被冻僵了。网友：无法想象猫咪当时是有多绝望。,Positive
411,538,1467,2022-12-14,主人阳性后狗狗陪身边不肯离开,导语：12月13日，四川成都。江女士阳性后自家狗狗一直陪伴在身边不肯离开。江女士介绍，自己感染新冠后发烧在家里睡觉，狗狗就一直守着自己，自己怕传染给狗狗，就想把它推下床，但它还是一直靠着自己。,Positive
412,540,1482,2022-12-14,流浪地球2起航之前预告,导语：起航之前，面对太阳危机，人类将何去何从？是迈向充满未知的冒险行程，还是在数字生命计划里获得另一种形式的永生？,Negative
413,541,1487,2022-12-14,倒数说爱你陈飞宇周也拥抱花絮视频,导语：陈飞宇、周也《倒数说爱你》拥抱花絮🈶️是氛围感满满的两位呀，期待正式见面啦！,Positive
414,542,1492,2022-12-14,深大计算机系学生作业是养鹅,导语：深圳大学腾班的16位学生，将人工智能技术与狮头鹅养殖成功融合，开发出了全国首款AI养鹅小程序，助鹅农解决养鹅难题。,Positive
415,543,1496,2022-12-14,名侦探学院6嘉宾自制悬疑片,导语：#名侦探学院#第六季EP01今天中午12：00高能上线！,Negative
416,544,1499,2022-12-14,男子称自家晾晒藕粉疑遭邻居撒农药,导语：12月13日，湖北黄石，男子发布视频称一老人向自家藕粉上疑似撒农药。该男子表示，妻子出门回来后发现晾晒在院子里的藕粉有一股味道，打开监控回放便看到了这一幕。目前男子已经报警，民警带走了相关物品进行化验。,Negative
417,545,1502,2022-12-14,周深是懂废话文学的,导语：如果用三个词来形容自己，周深说：懒、又想不懒、又想懒，拒绝内卷，从我做起，来元宇宙世界杯音乐盛典 观看更多专访内容～,Positive
418,546,1503,2022-12-14,苏醒 全世界还有谁可以这样啊,导语：梅西世界杯进入决赛，苏醒发博:全世界还有谁可以这样啊!,Positive
419,547,1504,2022-12-14,专家解读为何疫情数据和群众感知不一致,导语：一是防控措施调整优化后，不再按行政区域开展全员核酸检测，除重点人群、重点场所外，其他人员以“愿检尽检”为主，全国核酸筛查人数总量下降，医疗机构报告感染者数据相应减少。二是无症状感染者、轻症患者及疑似病例，特别是自测抗原阳性人员居家治疗，无需去医疗机构就诊，相关信息无法纳入数据。,Positive
420,549,1506,2022-12-14,女子跑车刚买半年被16岁学生划破,导语：近日，江苏淮安。江苏一女子爆料称自己跑车的软顶被人故意划破，车内物品也有翻动过迹象。,Negative
421,550,1508,2022-12-14,公司回应停缴4名被烧伤人员医疗费,导语：12月13日，黑龙江哈尔滨市双城区宁某亮等四人指控称他们在安全生产事故中被烧伤住院160天后，责任单位停交医药费用。据@黑龙江广播电视台报道，6月30日双城区通达供排水有限公司地下沼气发生爆闪，事故造成四人受伤，伤者被120救护车送医救治。宁某亮、陈某鹏、车某臣、周某涛称他们就是那四名受伤人员。13日，双城区通达供排水有限公司一名值班人员回应称宁某亮等4人非本公司员工，应该由其所在公司负责，因为双城区通达供排水有限公司和四人所在公司签订过用工合同，是其公司派过来干活的，因此应由其公司负责。,Negative
422,551,1509,2022-12-14,女子混吃7种感冒止咳药全身长满脓疱,导语：近日，家住深圳的周女士（化名）发现自己出现发热、咽痛、咳嗽等症状，于是将阿奇霉素、克咳平、咳特灵等7种感冒止咳药混合服用。连续服药两天后，她的面部和身上出现了一片片红斑和小脓疱。,Positive
423,552,1510,2022-12-14,李诞就连直播都在讲段子,导语：李诞的段子真的是在哪都停不下来，不管是综艺里，还是直播间，李诞的段子都无处不在～,Positive
424,553,1511,2022-12-14,梅西笑了我也笑了,导语：阿根廷晋级决赛，这一刻梅西距离他的终极梦想又近了一步！边看咪咕世界杯直播，边刷微博。上咪咕视频，看五大联赛，继续关注梅西精彩表现！,Positive
425,554,1513,2022-12-14,不同年龄段儿童退烧药怎么选,导语：北京儿童医院主任医师钱素云答疑。,Positive
426,555,1521,2022-12-14,今天起不再公布无症状感染者数据,导语：国家卫健委 ：#今天起不再公布无症状感染者数据#。,Negative
427,556,1524,2022-12-14,克罗地亚主帅说被公正地击败了,导语：克罗地亚0-3不敌阿根廷，止步半决赛！克罗地亚主帅达利奇赛后接受采访：“我们没有什么好抱怨的，我们被公正地击败了。”,Positive
428,558,1538,2022-12-14,INTO1朝阳打歌中心清唱天生就要飞,导语：INTO1《朝阳打歌中心》清唱《天生就要飞》好好听，期待舞台！,Positive
429,559,1540,2022-12-14,胡彦斌说卢歌忘记了善良,导语：@胡彦斌 在本期#再见爱人#里说，“卢歌的无能为力和对于自己的失控和迷茫，让他忘记了善良。”,Negative
430,560,1541,2022-12-14,世界杯半决赛现场响起孤勇者,导语：在#阿根廷vs克罗地亚# 比赛开始前，现场DJ真的放起陈奕迅的《孤勇者》，在世界杯现场听到如此熟悉的旋律，感觉还真的是不一样。上咪咕视频，看五大联赛，继续关注梅西精彩表现！,Positive
431,562,1544,2022-12-14,消防员火场拎出一脸生无可恋狗子,导语：近日，江西九江，户主在阳台烘烤衣物时外出，家中无人引发火灾。消防员赶赴，远远望见浓烟滚滚顺着窗口冒出，救援人员争分夺秒破开门锁，屋内火光一片，用水枪灭火同时，冲进障目浓烟中进行搜救，最后直接拎出一脸生无可恋的被困狗子。狗子：好怕怕，天知道俺经历了什么～,Positive
432,563,1546,2022-12-14,虞书欣云之羽最新上班路透,导语：虞书欣云之羽最新上班路透来啦！困到睁不开眼睛可还行喔～,Positive
433,564,1547,2022-12-14,县委大院李保平酒后吐真言,导语：县委大院李保平酒后吐真言向梅晓歌诉说自己的心酸,Positive
434,566,1552,2022-12-14,苹果iOS16.2正式版发布,导语：苹果今日向 iPhone 用户推送了 iOS 16.2 更新（内部版本号：20C65），本次更新距离上次发布隔了 13 天。,Positive
435,568,1555,2022-12-14,美国将宣布有关核聚变重大突破,导语：路透社援引两名知情人士消息爆料称，美国能源部将于当地时间13日宣布，美国国家实验室科学家在核聚变转化能源方面取得一项突破。美媒称，这种为太阳提供能量的过程有朝一日可望为地球提供廉价的电力来源。,Negative
436,569,1557,2022-12-14,男子发烧近40度床上印出人形汗印,导语：12月11日，北京。男子感染新冠肺炎后发烧出汗，在床上印出一个人形汗印。,Negative
437,571,1559,2022-12-14,北京1岁宝宝照顾阳性妈妈,导语：#北京1岁宝宝照顾阳性妈妈# ，爸爸出差在外，宝妈和宝宝都感染新冠，孩子很快就转阴，宝宝照顾妈妈的一幕太暖心,Positive
438,572,1560,2022-12-14,北斗超GPS已主导国内导航定位,导语：据微信公号“中国北斗卫星导航系统”消息，目前北斗已实现了对国内导航应用定位的全面主导。,Negative
439,574,1594,2022-12-14,伟大的战争有朱一龙,导语：电影《伟大的战争》有朱一龙,Negative
440,575,1596,2022-12-14,男子跟着雪地脚印发现冻僵猫咪,导语：12月12日，新疆，一男子见雪地里有小动物脚印，顺着脚印找到一只猫咪。,Positive
441,576,1597,2022-12-14,一家4人阳性男子自驾600公里回家,导语：12月11日，陕西西安。卢先生在宁夏工作，得知在西安的老婆孩子和岳父岳母全确诊阳性，连夜自驾600公里回家照顾老小。卢先生称，听说孩子发烧了特别担心，就给单位请了假连夜赶回家。一家4人现在都是他在照顾。,Positive
442,577,1598,2022-12-14,龙珠超新剧场版定档1月6日,导语：《龙珠超：超级人造人》发布定档预告，将于1月6日在内地上映。,Negative
443,578,1600,2022-12-14,苹果拟允许用第三方应用商店,导语：为应对欧盟即将出台的数字市场法，苹果公司正准备允许iPhone和iPad上存在第三方应用商店，从而绕过App Store安装某些程序。,Positive
444,580,1605,2022-12-14,贺炜金句盛赞梅西,导语：当梅西下半场过掉格瓦迪奥尔送出助攻时，@贺炜 说仿佛梅西就是足球的主人，足球就是梅西养的小宠物。边看咪咕世界杯直播，边刷微博！上咪咕视频，看五大联赛，继续关注梅西精彩表现,Negative
445,581,1607,2022-12-14,哈工大通报志愿者拍考研试卷袋,导语：近日，哈尔滨工业大学一志愿者对研究生招生考试试卷袋拍照并发到网上，引发关注。12月14日，哈工大研究生招生办公室发布情况说明称，经初步调查，该志愿者工作是在自命题空信封上粘贴条形码，全程不能接触到试卷。学校拟邀上级主管部门开展相关调查。,Positive
446,582,1620,2022-12-14,阿根廷队杀疯了,导语：潘帕斯雄鹰展翅翱翔，冲击三星梦想！伊利携手阿根廷队，为热爱上场！上咪咕视频，看五大联赛，继续关注梅西精彩表现,Positive
447,584,1627,2022-12-14,梅西莫德里奇拥抱,导语：赛前两位队长梅西和莫德里奇拥抱致意，不想看到两个人任何一个离开，但只有一个人能拿到通往决赛的门票。在手机上，边看咪咕世界杯直播，边刷微博。,Positive
448,586,1631,2022-12-14,沈腾是懂送礼物的,导语：沈腾是懂送礼物的,Positive
449,589,1636,2022-12-14,克罗地亚球衣,导语：世界杯半决赛，阿根廷VS克罗地亚，克罗地亚身穿客场深蓝色球衣。在手机上，边看咪咕世界杯直播，边刷微博。,Positive
450,590,1639,2022-12-14,男子回应对病床上父亲动粗打骂,导语：12月12日，辽宁本溪。网传视频显示一男子语言粗鲁，用力按压病床上的老人并多次动手扇耳光。视频发布者称，该男子是某银行的工作人员，视频中的老人是其亲生父亲。,Positive
451,593,1643,2022-12-14,马航MH370起落架舱门残骸被发现,导语：据英国《泰晤士报》当地时间12月12日报道，马航MH370失联谜团的背后可能存在犯罪意图。调查人员25天前在马达加斯加一户渔民家中发现一块MH370起落架舱门残骸，残骸上的切口表明当时飞行员在飞行终止前放下起落架，飞机可能是“故意且迅速坠毁的”。,Negative
452,595,1645,2022-12-14,老师讲人体结构叫男生脱衣展示,导语：近日，福建。一位老师讲人体结构时，将一位男生叫上台展示。脱掉上衣后，同学们都惊讶不已。在同学们的尖叫声中，男生逐渐害羞脸红。,Positive
453,596,1646,2022-12-14,孩子确诊量体温温度涨幅肉眼可见,导语：12月13日，河南新乡。河南一女子拍下了给阳性孩子测量体温的视频引发关注。,Negative
454,597,1648,2022-12-14,明星们一定要这样带货吗,导语：为什么现在明星带货都要边跳边卖,Negative
455,598,1649,2022-12-14,德尚说会找到破解摩洛哥防守的办法,导语：法国主帅德尚被问及“如何找到破解摩洛哥防守的办法”时表示：“我们一定能找到的。”,Positive
456,599,1650,2022-12-14,许半夏变卖家产补偿滩涂村民,导语：许半夏变卖家产补偿滩涂村民,Negative
457,601,1656,2022-12-14,男子给孕妻买退烧药货架摆满却不卖,导语：12月12日，北京。男子给孕妻买退烧药，店员说没有，但是货架上却摆满了。男子央求店员卖给他一盒，妻子正发着高烧。店员称不知道价格，无法售卖，可是货架上明明明码标价。,Negative
458,602,1661,2022-12-14,梅西个人能力,导语：太强了！！！梅西长途奔袭，通过个人能力下底回传倒三角，阿尔瓦雷斯梅开二度！,Positive
459,603,1663,2022-12-14,新冠特效药阿兹夫定可线上购买,导语：我国首个具有完全自主知识产权的口服小分子新冠病毒治疗药物，阿兹夫定目前已可在京东健康等互联网医疗平台发热门诊，通过有相应资质医生在线问诊方式，上传核酸或抗原检测结果并根据患者的自身状况，医生的判断符合抗病毒药物阿兹夫定的使用标准，医生将给予患者处方。,Negative
460,609,1677,2022-12-14,女子假扮男主播与闺蜜网恋12年,导语：近日，普陀警方就在接报一起纠纷警情时，侦办了一起“女扮男装”的诈骗案件。李小姐称，多年来，余某一直冒充某知名“新闻主播”与其谈恋爱，并以虚假男友的身份多次向其索要钱款，金额达近200万元。余某对此也不予否认，承认自己骗了钱。,Negative
461,610,1678,2022-12-14,地狱犬已在9省份检出但尚未流行,导语：中国疾控中心今天表示，BQ.1.1毒株已在我国9省份检出，但我国现阶段流行的毒株仍为BA.5.2和BF.7。,Negative
462,614,1683,2022-12-14,阿根廷主帅看球迷雨中庆祝落泪,导语：阿根廷主帅斯卡洛尼在接受FIFA官方采访时，观看阿根廷球迷雨中庆祝视频动情落泪！足球对于阿根廷人来说意味着太多！在手机上，边看咪咕世界杯直播，边刷微博。,Negative
463,617,1687,2022-12-14,龚俊确定不出席GQ,导语：龚俊已确定不出席GQ,Positive
464,618,1688,2022-12-14,你感染后的身体感受,导语：你感染后的身体感受,Negative
465,619,1689,2022-12-14,专家称医护或需轻伤不下火线,导语：在中疾控前首席科学家曾光看来，“疫情风暴来的太快，医护人员被感染的不在少数，如何保证医院的正常运转成为焦点问题。”,Negative
466,621,1693,2022-12-14,一个学期没练功的舞蹈生,导语：一个学期没练功的舞蹈生……,Negative
467,622,1694,2022-12-14,谷歌拒将正确中国国歌置顶,导语：港媒消息称，中国香港队出战国际赛事屡次出现大会播错国歌事件，香港保安局局长邓炳强12日表示，香港特区政府早前就搜索“香港”及“国歌”关键词时会弹出错误结果向谷歌提出严正交涉，要求将正确的中国国歌即《义勇军进行曲》置顶，谷歌以无法控制算法为由拒绝这一要求。,Positive
468,624,1697,2022-12-14,家里有阳了该怎么消毒,导语：家里有阳了，环境和物品需要消毒吗？,Negative
