,index,Unnamed: 0,Date,Title,Introduction,prediction
711,1161,1312,2023-05-05,腿干的像鱼鳞一样的原因,导语：腿干像鱼鳞一样这是怎么回事呀？有什么办法可以解决吗？,Positive
712,1162,1313,2023-05-05,大熊猫圆梦将回国,导语：5月4日，法国博瓦勒动物园在其社交媒体账号上发布消息称：旅法大熊猫“圆梦”将于7月4日返回中国。,Negative
713,1165,1316,2023-05-05,7人吃自助4小时炫300多个螃蟹摆满桌,导语：5月3日，山东青岛。张先生和朋友们一起去某自助餐厅吃饭，螃蟹壳摆满桌引关注。,Positive
714,1166,1317,2023-05-05,太想妈妈结果在高铁上哭了,导语：因为太想妈妈，结果在高铁上哭了,Positive
715,1167,1318,2023-05-05,哈哈哈哈哈,导语：《哈哈哈哈哈》第三季3月3日起，每周五晚8点，和五哈团一起快乐指南！,Positive
716,1169,1320,2023-05-05,卢靖姗乘风4带宝宝上班,导语：没想到 卢靖姗才刚生完宝宝六个月就出来工作了，并且还带着宝宝来到了录制《乘风2023》的现场，舞台结束就马上就去后台喂奶,Negative
717,1170,1321,2023-05-05,制片人说李明德是小人得志型艺人,导语：制片人说演员李明德是小人得志🤔,Positive
718,1171,1322,2023-05-05,祝融号数据显示现代火星存在液态水,导语：我国科研人员利用“祝融号”搭载的导航地形相机、多光谱相机和火星表面成分探测仪，首次发现“祝融号”着陆区的沙丘表面存在结壳、龟裂、团粒化、多边形脊、带状水痕等表面特征。,Negative
719,1172,1323,2023-05-05,吴倩 淘汰,导语：浪姐二公淘汰名单里居然有吴倩！,Negative
720,1175,1326,2023-05-05,平凡之路,导语：你走过的路是否是平凡之路？就像歌词里唱得：我曾经跨过山和大海也穿过人山人海。我曾经拥有这儿的一切转眼都飘散如烟。我曾经失落失望失掉所有方向直到看见平凡才是唯一的答案。,Positive
721,1177,1328,2023-05-05,翻车后大家不约而同的这个动作太暖心,导语：近日，在高速公路上，一辆行驶中的汽车忽然爆胎，导致车辆失控侧翻到路边，热心群众合力将被困人员救出。网友：翻车后大家不约而同的这个动作太暖心，救援的时候也一定要注意安全，车流量如此大，没有发生二次事故，真是万幸！,Negative
722,1178,1329,2023-05-05,中国好声音将新增直播赛道,导语：近日中国好声音官宣新增直播赛道，未来计划有近百位学员和导师进入直播间。你期待在直播间看到哪个歌手呢？,Negative
723,1180,1331,2023-05-05,小鬼唱爱如火,导语：小鬼《天赐的声音》唱《爱如火》,Negative
724,1181,1332,2023-05-05,李宇春北京演唱会门票,导语：还有不到两个小时，李宇春北京演唱会门票就要开始预定啦，先来看场春春作为观众逆应援的“演唱会”吧！,Negative
725,1182,1334,2023-05-05,山东71岁爷爷一年2次外出卖糖,导语：近日，山东济宁一位71岁爷爷在河北卖蜂蜜糕糖引发网友关注。朱爷爷告诉记者，因为蜂蜜糕糖有止咳功效，他一年之中会在春秋两季外出，卖糖给需要的人，有些顾客春季容易咳嗽，就会给他打电话。,Positive
726,1183,1335,2023-05-05,河南一退役军人勇救落水女孩,导语：5月4日，河南信阳。一男子听闻有人落水，毫不犹豫下水救人。,Negative
727,1184,1336,2023-05-05,朱珠好美啊,导语：《乘风2023》朱珠好美啊,Positive
728,1187,1339,2023-05-05,妇联介入嘟嘟酱疑遭继父猥亵事件,导语：成都百万粉丝博主“嘟嘟酱啊啊啊”在社交媒体上自曝童年时曾遭继父猥亵，甚至差点被其性侵，引发广泛关注。5月4日，一位知情人回应极目新闻，当事人已报警，目前其状态不太好。5日，成都市妇联工作人员表示，已关注到此事，也已有同事介入，并第一时间为当事人提供了法律和心理层面的辅导帮助。,Positive
729,1190,1342,2023-05-05,洪世贤来助个兴,导语：《乘风2023》洪世贤为品如艾莉打call~ ​​​,Positive
730,1192,1344,2023-05-05,你在简历上撒过什么谎,导语：你在简历上撒过什么谎呢,Positive
731,1193,1345,2023-05-05,蚀骨危情这是可以拍的吗,导语：蚀骨危情这是可以拍的吗,Negative
732,1194,1346,2023-05-05,黄子韬给鹿晗打电话,导语：黄子韬鹿晗又隔空互动啦！黄子韬在《萌探探探案3》第二期给鹿晗打电话了！,Positive
733,1196,1348,2023-05-05,奔跑吧,导语：《奔跑吧·生态篇》即将来袭，敬请期待！,Positive
734,1197,1349,2023-05-05,找不到双休的工作该不该将就,导语：一直觉得单休就好像没有休息一样，但是很多年轻人找不到双休的工作，这时候该不该将就？,Positive
735,1198,1350,2023-05-05,工作不开心时要不要离职,导语：当一份工作严重影响你的情绪时，要不要辞职？,Positive
736,1201,1353,2023-05-05,Ella回应好吵,导语：《乘风2023》Ella回应好吵：你们礼貌吗？哈哈哈哈哈哈哈,Positive
737,1202,1354,2023-05-05,一人之下,导语：《一人之下》动画全网热播中！快和我一起讨论吧,Negative
738,1203,1355,2023-05-05,电竞国家集训队名单公布,导语：杭州亚运会电子竞技国家集训队名单公布！,Negative
739,1205,1358,2023-05-05,年轻人是懂省钱的,导语：6个白菜价日用消耗品！便宜大碗量大实用，性价比超高这些东西只要不停产我真的会一直回购！随便用都不心疼呐~,Positive
740,1206,1359,2023-05-05,来自婆婆的分寸感,导语：来自婆婆的分寸感,Positive
741,1208,1361,2023-05-05,彭昱畅竟然有6块腹肌,导语：彭昱畅已经是我男朋友的第一选择了，就是说哪一位姐妹能够拒绝这样的六块腹肌呢，真的是让我们彻夜难眠呀,Positive
742,1209,1362,2023-05-05,考古版挖呀挖呀挖有多刺激,导语：考古时挖出一双蓝色的手是什么体验？一起看看三星堆“盲盒”能有多刺激！,Positive
743,1212,1365,2023-05-05,年轻人开始用现金说明了什么,导语：当年轻人开始用现金说明了什么？,Positive
744,1213,1366,2023-05-05,乘风4二公淘汰名单,导语：网传《乘风2023》二公淘汰名单🈶！,Positive
745,1215,1368,2023-05-05,巴厘岛华人身亡案发酒店仍在营业,导语：5日，《凤凰全球观察团》前往事发五星级酒店，从现场画面可以看到，目前酒店依旧正常营业，外部并无警戒线或其他隔绝措施，且案发后酒店安保没有出现明显升级。但事发房间及走廊被暂时封锁，并立起警示牌，涉事楼层很少有人来往。,Positive
746,1219,1372,2023-05-05,四岁男童颅脑损伤监控显示曾被老师扔摔,导语：陕西榆林的柳先生后悔没有第一时间查看幼儿园教室内的视频监控。,Positive
747,1220,1373,2023-05-05,唐嫣孙坚打卡中戏食堂,导语：孙坚中戏20周年聚会vlog，唐嫣孙坚打卡中戏食堂,Positive
748,1221,1374,2023-05-05,背调不通过offer没了,导语：正常不是应该先背调，然后才发offer的吗？,Negative
749,1222,1375,2023-05-05,爸爸给我的爱在此刻变臭了,导语：爸爸给我的爱在此刻变臭了哈哈哈哈哈,Positive
750,1223,1376,2023-05-05,好友称巴厘岛命案死者正环游世界,导语：4日晚，女性死者的一名朋友向记者表示，两名死者是情侣关系，感情稳定，女方性格温和。“他们环游世界很久了，这一站到了巴厘岛。,Positive
751,1225,1378,2023-05-05,王一博杀青行李,导语：王一博的杀青行李好齐全,Positive
752,1227,1380,2023-05-05,蒋奇明和易烊千玺合作过,导语：原来《漫长的季节》傅卫军扮演者蒋奇明和易烊千玺竟然合作过王者荣耀宣传片 梦幻联动,Positive
753,1228,1381,2023-05-05,身亡情侣家属已赶赴巴厘岛,导语：5月4日，记者从巴厘岛命案女性死者的多位朋友处了解到，两名死者感情很好，目前家属已经前往巴厘岛。小雨是女性死者的高中好友，“有人造谣真的很生气，他们俩是感情很好的情侣，希望一些网友别再造谣，这些不实的谣言对他们的家属和朋友是二次伤害。”,Positive
754,1229,1382,2023-05-05,偷偷藏不住暗恋独白片花,导语：《偷偷藏不住》暗恋独白片花，喜欢你是忍不住的心动雀跃，是想要偷偷藏住的秘密✨静候相逢,Positive
755,1230,1383,2023-05-05,大学生只尝不买火车推销员幽默吐槽,导语：5月4日，湖北武汉。火车推销员给乘客们大方送零食，顺带幽默吐槽“特种兵”们只尝不买“学生一上来我心都碎了，现在看到学生我都害怕颤抖”,Negative
756,1231,1384,2023-05-05,一内地男子在澳门赌城酒店身亡,导语：澳门路氹某酒店客房发生一宗凶杀案，死者为一名内地男性居民，澳门司警局今日早上表示，嫌疑人已在内地被捕。,Positive
757,1236,1389,2023-05-05,与周立波互骂的唐爽被司法拘留十五日,导语：5月4日上午，上海市长宁区人民法院宣布已对周立波、胡洁诉唐爽网络侵权责任纠纷案中当事人唐爽司法拘留十五日。,Negative
758,1238,1391,2023-05-05,女子为见分手男友坐9小时顺风车,导语：5月3日，江苏。情侣分手女子崩溃立马去找男友想当面说清楚，抢不到高铁票，就预约了顺风车9小时过去。“我不相信电话里的分手，我要看他一次次的推开我，说讨厌我、这辈子都不要看见我，我才甘心。”网友：有些南墙撞了才没有遗憾,Negative
759,1239,1392,2023-05-05,用手机接打电话影响血压吗,导语：近日，广州南方医科大学的一项新研究表明，每周使用手机接打电话超过半小时，高血压风险则增加12%。因此，为了心脏健康，请谨慎用手机接打电话，建议手机接打电话每周不超半小时,Negative
760,1240,1393,2023-05-05,澳门酒店凶杀案嫌犯在内地被捕,导语：澳门路氹某酒店客房发生一宗凶杀案，死者为一名内地男性居民，澳门司警局今日早上表示，嫌疑人已在内地被捕。,Positive
761,1241,1395,2023-05-05,厦门机场一摆渡车撞进航站楼,导语：2023年5月5日11:59， 厦门机场T3候机楼远机位停车场一辆空载摆渡车碰撞远机位玻璃幕墙，现场没有旅客受伤。,Negative
762,1244,1398,2023-05-05,周深叫Ella加滑,导语：和周深一起为加滑姐姐加油＾０＾~,Positive
763,1245,1399,2023-05-05,51岁孙悦初舞台唱跳帅炸了,导语：孙悦在《乘风2023》初舞台一首《大家一起来》简直是爷青回啊,Positive
764,1246,1400,2023-05-05,华晨宇实体专辑预告片上线,导语：成都演唱会圆满落幕后，华晨宇又携第五张实体专辑《希忘Hope》来了，5月10日14:07 开启预售，期待ing,Positive
765,1247,1401,2023-05-05,淄博鸭头小哥直播中气到落泪,导语：5月3日，山东。深夜爆火的淄博卖鸭头小哥开直播几度哽咽落泪，被黑粉气到回应称生意生意没法做，现在自己就是个无业游民。客流量一天18万的淄博八大局市场，其他店铺营业额几万，而他的营业额从原本的10000多到现在一天仅6000元。,Negative
766,1250,1405,2023-05-05,肖战五号清唱视频,导语：肖战《如梦之梦》五号清唱没有人可以错过视频，呜呜呜终于听到五号的歌声了[苦涩][苦涩]这是我们心心念念的五号啊[泪],Negative
767,1251,1406,2023-05-05,多家机构不再与史航合作,导语：在多位女性在网上指证史航涉嫌性骚扰，史航两次回应之后，这起风波所导致的社会影响也在持续。,Negative
768,1252,1407,2023-05-05,和平精英亚运版本国家集训队名单,导语：杭州亚运会电子竞技（和平精英亚运版本项目）国家集训队名单公布！电竞首次作为正式项目踏上亚运赛场，每一位国家集训运动员将认真备战、全力以赴，展现拼搏体育精神，共同竞放中国力量！,Positive
769,1253,1408,2023-05-05,浓眉定律,导语：浓眉定律来了,Positive
770,1254,1409,2023-05-05,秋瓷炫初舞台唱无法原谅,导语：《乘风2023》初舞台，秋瓷炫唱了《无法原谅》战歌响起来了！,Positive
771,1255,1411,2023-05-05,黄晓明今天好累,导语：黄晓明今天好累啊，《乘风2023》初舞台，黄晓明勿 cue 打 call 中······,Positive
772,1256,1412,2023-05-05,蜜雪冰城回应顾客在饮品中喝到大蟑螂,导语：5月3日，广东汕头，女子称在蜜雪冰城门店购买饮品，结果喝出一只大蟑螂。她表示，一开始店家不承认是自己的问题，后面调了监控后才承认。对此，店家回应称，目前正在核查，出于内部原因不方便多说，会核查完给顾客一个交代。,Negative
773,1260,1416,2023-05-05,油混和插混怎么选,导语：燃油车加油贵，充电车型排队久，混动车型好像成了更优解。但是在混动车型中也有油混和插混之分，那么该怎么选？,Positive
774,1261,1417,2023-05-05,李莎旻子麦甩飞了,导语：李莎旻子麦甩飞了,Positive
775,1263,1419,2023-05-05,结婚时不要看向你的好朋友,导语：结婚时不要看向你的好朋友，否则容易笑场。,Negative
776,1264,1420,2023-05-05,难哄谁来演啊,导语：难哄谁来演啊,Negative
777,1265,1421,2023-05-05,刘惜君清唱一生所爱,导语：刘惜君初舞台清唱《一生所爱》，你觉得如何？,Negative
778,1266,1422,2023-05-05,双胞胎不想上学爸爸校门口左拉右拽,导语：五一小长假后，幼儿园双胞胎男孩不愿上学，在校门口苦恼，爸爸左拉右拽双份为难[笑cry]这爷仨太可爱了,Positive
779,1267,1423,2023-05-05,高圆圆晒图为贾静雯打call,导语：高圆圆为贾静雯打call,Negative
780,1268,1424,2023-05-05,大熊猫花花已经火出国门了,导语：近日，日本电视台聚焦成都大熊猫花花，报道说大家为了看花花，许多酒店都订满了。,Negative
781,1269,1425,2023-05-05,颖儿为新剧剪掉20年长发,导语：勇气🈶哇～就很佩服颖儿！而且好喜欢看颖儿的中短发造型！又拽又酷！能不能把这身妆造焊在身上，顺便也浅浅期待一下新剧🥰,Positive
782,1271,1427,2023-05-05,杨迪曾因简历照片错失工作机会,导语：《嗨城市猎人》这期杨迪说之前因为自己简历照片太奇葩，错失了工作机会！,Negative
783,1272,1428,2023-05-05,那些不婚主义的人现在怎样了,导语：那些身边的不婚主义者过得怎样的生活呢？,Positive
784,1273,1429,2023-05-05,李佳琦面试75岁奶奶主播,导语：节目现场，李佳琦面试75岁的韩彬奶奶。韩彬奶奶送给所有女生一句话：不要让年龄成为你的负担，人老不老不是年龄的关系，是心态。,Positive
785,1275,1431,2023-05-05,美依礼芽初舞台极乐净土,导语：美依礼芽初舞台极乐净土,Positive
786,1276,1432,2023-05-05,龚琳娜戏曲版爱如火,导语：龚琳娜乘风初舞台带来戏曲版《爱如火》，你觉得如何？,Positive
787,1279,1436,2023-05-05,谢娜乘风初舞台菠萝菠萝蜜,导语：谢娜《乘风2023》初舞台是《菠萝菠萝蜜》,Positive
788,1280,1437,2023-05-05,湖人vs勇士,导语：NBA焦点大战，湖人vs勇士。,Positive
789,1282,1439,2023-05-05,小日子阵容官宣,导语：电视剧《小日子》今日官宣阵容，陈晓、童瑶、萨日娜、颖儿、乔振宇领衔主演，实力班底集结，探讨生活真谛，敬请期待！,Positive
790,1285,1442,2023-05-05,上车时身份证掉高铁轨道里了,导语：上车太急了身份证掉高铁轨道里了怎么办？,Positive
791,1288,1446,2023-05-05,7月龄女婴突发呼吸急促患婴儿白血病,导语：日前，湖南省郴州市。出生仅200天的诗诗突然面色苍白，呼吸急促，后被确诊为急性淋巴细胞白血病（B系 高危）。“孩子年纪太小，治愈难度大，是罕见的婴儿白血病，后期很有可能需要做骨髓移植。”,Positive
792,1289,1447,2023-05-05,货车司机深夜护送骑行小伙遭误会,导语：5月4日，郑州，一小伙凌晨骑行的途中骑行灯坏了，身后的货车司机帮忙一路照明。,Positive
793,1290,1449,2023-05-05,刘亚仁男友被立案调查,导语：刘亚仁男友涉嫌吸毒被立案调查,Positive
794,1294,1453,2023-05-05,郭晓婷的发量,导语：一眼望过去被郭晓婷的头发吸引了目光，不仅人美发量也好多呀,Positive
795,1295,1454,2023-05-05,肖战抹眼泪,导语：肖战转过身偷偷抹眼泪！,Negative
796,1296,1455,2023-05-05,2023优酷片单,导语：👖的5月片单如约上线！《后浪》《护心》《甜小姐与冷先生》等待播剧即将陆续登场，《保你平安》《不止不休》等大热影片即将放送，还有综艺新番看不停，这个五月与酷相约纵享欢乐~,Positive
797,1297,1457,2023-05-05,你姓氏中最有名的人,导语：你姓氏中最出名的人是谁呢,Positive
798,1299,1459,2023-05-05,郭麒麟说别把我逼急了,导语：《边水往事》郭麒麟说别把我逼急了！哈哈打不过我还跑不过吗？郭麒麟咱存货不多了 快点进组续上！,Positive
799,1301,1461,2023-05-05,人大教授说红楼梦是当代生活指南,导语：薛宝钗参加选秀是因为有野心吗……中国人民大学文学院副教授蔡丹君生动解读《红楼梦》，蔡丹君想告诉大家，《红楼梦》并不像网络传言说的，是“鬼故事”。,Positive
800,1307,1467,2023-05-05,中国说唱巅峰对决官宣定档,导语：中国说唱巅峰对决定档0506，期待！！,Negative
801,1308,1468,2023-05-05,那不勒斯,导语：那不勒斯足球俱乐部是一家位于意大利南部著名城市那不勒斯的足球俱乐部，成立于1904年，首任主席为乔治·阿斯卡雷利，最初的名字是AC Napoli，1964年时改为SSC Napoli。现时在意大利足球甲级联赛作赛。,Negative
802,1310,1470,2023-05-05,领证一年双方父母未见过面,导语：这婚是这样结的吗？,Positive
803,1311,1473,2023-05-05,为什么吃辣容易拉肚子,导语：有这样一群人，一吃辣就容易拉肚子。这是因为，辣椒中含有大量辣椒素，辣椒素不易被消化道分解代谢，肠道会产生火辣辣的感觉。肠道壁上的神经元接收到烧灼信号，加快胃肠蠕动，将辣椒素排出体外。在这个过程中，肠道的粪便还没来得及成形，同时会吸收肠道中的水分，使大便变稀。,Positive
804,1313,1475,2023-05-05,张若昀鸣龙少年新预告,导语：张若昀新剧《鸣龙少年》最新预告来了~ 狠狠期待鸣龙中学的师生故事了！优酷快快定档！,Positive
805,1314,1476,2023-05-05,大妈将吃完的玉米芯扔给熊猫吃掉,导语：5月4日，成都熊猫谷景区通报：罗某某（女，65岁），5月3日10:05分在成都大熊猫繁育研究基地都江堰野放繁育研究中心（熊猫谷）参观时，向大熊猫室外活动场投掷玉米芯。鉴于罗某某的不文明参观和对大熊猫可能造成危害的行为，禁止其终生再次进入成都大熊猫繁育研究基地（含熊猫谷）参观。,Positive
806,1315,1477,2023-05-05,自助餐你会吃多少,导语：5月5日，#7人吃自助4小时炫300多个螃蟹摆满桌# 冲上热搜，小调查：自助餐你会吃多少？,Positive
807,1316,1478,2023-05-05,张真源全员加速中上班,导语：张真源出发录制全员加速中，好帅好帅啊啊啊啊！,Negative
808,1318,1481,2023-05-05,唐嫣的旁边有李泽锋,导语：唐嫣的旁边还有许幻山啊~没有想到他们也是同学！不得不说这个班真是人才辈出啊！！,Negative
809,1319,1482,2023-05-05,詹姆斯三分,导语：詹姆斯火力全开！三分线外持续开火,Positive
810,1322,1485,2023-05-05,奚美娟最受大学生欢迎女演员,导语：北京国际电影节·第30届大学生电影节最受大学生欢迎年度女演员：奚美娟《妈妈！》。这也是奚美娟继第一届大学生电影节之后，在30年后再获殊荣！,Positive
811,1323,1487,2023-05-05,男子头疼自己在家针灸扎破心脏,导语：太危险！36岁男子头疼自行在家针灸扎破心脏进了ICU。,Positive
812,1326,1491,2023-05-05,在地铁上的脸算是丢完了,导语：这辈子在地铁上的脸算是丢完了哈哈哈哈,Positive
813,1327,1492,2023-05-05,韩总统称要懂得对美国感恩,导语：有人认为韩日改善关系“是接到了美国的指示”。不过，尹锡悦强调，要懂得对美国感恩。,Negative
814,1328,1493,2023-05-05,南京的雨是倒下来的水吧,导语：5月4日下午，南京城上空电闪雷鸣，黑云压城，空气闷热。刚刚，南京终于暴雨如注，场面魔幻。,Positive
815,1329,1494,2023-05-05,蜡像馆明星蜡像失真惨不忍睹,导语：5月2日，山西运城。网友发视频吐槽一度假村名人蜡像馆的蜡像与明星本人完全不像，而且迈克尔杰克逊的蜡像还穿着一套睡衣。,Positive
816,1330,1495,2023-05-05,请撕下插队婆孙表情包,导语：个体有正义感是好事，但表达正义感仍然需要遵循清晰的道德边界和法律边界。用一种不文明行为，试图去惩罚另一种不文明行为，绝不是明智之举。,Negative
817,1332,1498,2023-05-05,胡锡进说贴插队婆孙车贴很恶心,导语：5月4日晚，@胡锡进 再次发文称，“‘平移插队’的网络热炒仍未平息，那对婆孙的行踪在社交平台上被追踪，连‘我就要插队，我们不是好惹的’车贴都在多家淘宝店上出售了。,Positive
818,1333,1499,2023-05-05,河南接待游客总量第一,导语：16个省市自治区中，河南省位列接待游客总量第一，共接待游客5518万人次，旅游收入310.1亿元。,Positive
819,1334,1500,2023-05-05,400万湖南人为何选择深圳,导语：截至2021年末，深圳常住人口1768.16万人，常住非户籍人口1211.77万人，占比重68.5%。而在这些非户籍人口里面，有118万湖南人，居深圳外省人最多，如果不算省内的广东人，深圳已经被湖南人给“占领”了。,Positive
820,1336,1502,2023-05-05,养了三年的猫原主人想要回,导语：养了三年的猫原主人想要回,Positive
821,1337,1503,2023-05-05,4男孩低成本神还原西游记,导语：近日，四川凉山4名孩子低成本还原《西游记》师徒取经的视频在网络上走红。5月4日，视频的拍摄者曲伍沙告诉红星新闻，他们家住四川省凉山州美姑县，拍摄的场地就在家门口的山路上,Positive
822,1338,1505,2023-05-05,男子被流浪狗咬伤后踩死4只幼崽,导语：5月3日，江苏无锡，燃气公司工作人员被流浪狗咬伤，迁怒流浪狗幼崽踩死4只，还剩两只受重伤，知情者：已报警，狗已被带走。,Positive
823,1339,1506,2023-05-05,暗恋到什么程度才能表白,导语：当暗恋一个人到什么程度才能去表白？,Negative
824,1340,1507,2023-05-05,谢娜初舞台是给自己的礼物,导语：谢娜初舞台预告🈶️是给自己的礼物也是给大家的礼物！,Positive
825,1341,1508,2023-05-05,扒光男童上衣女幼师被拘留8天,导语：河北一幼师当众粗暴扒光男童上衣！孩子妈妈告诉橙柿：老师没有幼师证，属于临时聘用……希望幼儿园出来表态,Negative
826,1342,1509,2023-05-05,杭州西湖水域不允许擅自下水,导语：西湖水域不允许擅自下水！西湖水体情况复杂，有来往船只航行，且水深不一，私自下水容易发生危险！,Positive
827,1343,1510,2023-05-05,许晴如梦之梦顾香兰,导语：许晴如梦之梦顾香兰,Positive
828,1345,1525,2023-05-05,那不勒斯夺得意甲冠军,导语：意甲第34轮，那不勒斯客场1比1战平乌迪内斯，提前5轮夺得意甲冠军，结束对意甲冠军长达33年的等待！,Positive
829,1346,1530,2023-05-05,aespa新歌thirsty视频,导语：aespa新歌Thirsty视频公开！,Positive
830,1347,1531,2023-05-05,布莱顿1比0曼联,导语：最后时刻遭遇麦卡利斯特点球绝杀，曼联客场不敌布莱顿！ ​​​,Positive
831,1348,1532,2023-05-05,LGD晋级败者组半决赛,导语：恭喜@杭州LGD大鹅 晋级2023KPL春季赛季后赛败者组半决赛！,Positive
832,1350,1534,2023-05-05,Hero止步季后赛,导语：2023KPL春季赛季后赛Hero再次在巅峰对决中输给LGD，南京Hero久竞遗憾告别季后赛舞台！,Positive
833,1352,1538,2023-05-05,刘宇宁片场唱歌视频,导语：刘宇宁片场日常视频，小哥哥，套路挺深呀[偷乐][偷乐]跟我玩欲擒故纵呢,Positive
834,1355,1547,2023-05-05,SEVENTEEN演我生活状态,导语：总能在SEVENTEEN的其中一个人身上看到我的生活状态~,Negative
835,1358,1554,2023-05-06,3个关键词把握五一后首场重磅会议,导语：二十届中央财经委员会第一次会议召开，信息量非常大。,Negative
836,1359,1555,2023-05-06,婆婆直接把38.8万彩礼转我了,导语：双方父母都认可的婚姻真的不会在乎38.8万的彩礼,Positive
837,1361,1557,2023-05-06,当千里江山图遇上锦绣江苏,导语：当传世名画遇见秀美江苏，将开启怎样的奇妙旅程？尽在《新千里江山图·锦绣江苏》！,Negative
838,1363,1559,2023-05-06,黄老师唱的挖呀挖或涉嫌侵权,导语：近日，湖北武汉的黄老师因发布教唱手指谣《小小花园》视频走红网络。网友发现黄老师在这期间的直播间人数，从未低于过10万+，而且各种打赏不断。,Negative
839,1364,1560,2023-05-06,白鹿片场行为,导语：白鹿《长月烬明》片场行为艺术，哈哈哈哈哈哈哈白鹿别太high哈哈哈哈哈哈,Positive
840,1367,1563,2023-05-06,女子吃手剥笋发现内藏竹虫,导语：5月5日，四川成都。女子吃手剥笋时发现内藏竹虫。,Negative
841,1368,1564,2023-05-06,未婚先孕六个月跟爸妈坦白,导语：真的建议女孩子不要未婚先孕！！！,Negative
842,1369,1565,2023-05-06,彩票中了1.7亿后该做什么,导语：天还没黑就做上梦了捏,Negative
843,1373,1569,2023-05-06,江阴枪击案嫌犯疑似逃进山,导语：江阴枪击案嫌犯疑似逃进山，警方正在搜山，枪击动机疑似劫财,Positive
844,1375,1571,2023-05-06,路温评价王一博,导语：路温评价王一博,Positive
845,1376,1572,2023-05-06,鬓边不是海棠红,导语：爱奇艺出品，欢娱影视、句墨影视联合出品，黄晓明、尹正、佘诗曼主演的民国传奇情感大剧。3月20日起爱奇艺独播,Negative
846,1377,1573,2023-05-06,官方通报内蒙古一沙漠中埋有三角钉,导语：5月6日，内蒙古通辽，据库伦旗联合工作组通报，5月4日，有游客报案称自驾越野车辆在银沙湾景区被“三角铁”扎破轮胎。接到报案后，公安、文旅等部门联合成立工作组深入现场查证处理。经核查，事发现场位于库伦旗X208连接线27公里处往东100米、道路北侧铁丝网围栏内的沙地上，距景区直线距离2.4公里。现场网围栏已破损，沙地上发现两个尖头状铁制物，为扎破越野车轮胎的物品。此事共涉及3辆越野车的轮胎被扎。目前，事发原因正在深入调查中，对于可能涉及的违法问题将依法严肃处理。,Positive
847,1379,1575,2023-05-06,巴厘岛女性死者胃部有大量液体,导语：相关法医方负责人称，女性死者身上没有发现开放性伤口，但其额头、手臂和下肢有擦伤，脖子上有呈线状的瘀伤，生前可能曾遭人勒颈。因其在酒店浴缸内死亡，在其胃中发现大量液体。此外，死者嘴和鼻子中也有流出液体。,Positive
848,1386,1582,2023-05-06,刘些宁戴牙套了,导语：刘些宁说自己戴牙套了,Positive
849,1387,1583,2023-05-06,网友癌症靶向药落在公交车被大妈捡走,导语：5月5日，网友发帖称妈妈的乳腺癌靶向药落在武汉810路公交车上被一名大妈捡走。,Negative
850,1389,1585,2023-05-06,女子回应刷直播看到老公小三同游,导语：5月4日，女子发图配文“刷直播刷到自己老公和小三旅游”冲上热搜，不少网友对其遭遇表示同情，也有网友怀疑该事件的真实性。,Negative
851,1391,1587,2023-05-06,长月烬明网飞也是40集,导语：《长月烬明》网飞也是40集，我想看被删掉的18集啊！ ​,Positive
852,1392,1588,2023-05-06,白鹿周深范丞丞组合名,导语：白鹿周深范丞丞都有组合名了，网友说他们仨叫时宜的“周深丞”，这真的很难不笑,Positive
853,1393,1589,2023-05-06,砸承重墙居民楼加固后强度或高于设计值,导语：工作人员介绍，涉事居民楼被部分拆除的为一处“L”型转角承重墙，暂时来看没有太大的危险，后续经过恢复加固，或许加固强度高于之前的设计值。,Positive
854,1396,1592,2023-05-06,安庆地震,导语：中国地震台网正式测定：08月01日16时18分在安徽省安庆市宿松县（北纬30.1度，东经116.2度）发生3.0级地震，震源深度5千米。,Positive
855,1397,1593,2023-05-06,丈夫出轨被鹦鹉模仿露骨言语揭穿,导语：近日，越南一户人家的宠物鹦鹉因为帮助女主人找到丈夫出轨的证据，而登上热搜。,Negative
856,1401,1597,2023-05-06,妲己为什么总喂纣王吃葡萄,导语：妲己为什么总喂纣王吃葡萄呢,Negative
857,1402,1598,2023-05-06,徐明浩给沈月送花,导语：《青春环游记》沈月唱《honeyhoney》，月月子唱歌了诶，徐明浩还给沈月送了花！！！,Negative
858,1407,1603,2023-05-06,放弃了三十万年薪去了街道办,导语：你会为了所谓的铁饭碗放弃高薪工作吗？,Positive
859,1409,1605,2023-05-06,习近平主持召开二十届中央财经委员会第一次会议,导语：中共中央总书记、国家主席、中央军委主席、中央财经委员会主任习近平5月5日下午主持召开二十届中央财经委员会第一次会议，强调做好新一届中央财经委员会工作，研究加快建设现代化产业体系问题，研究以人口高质量发展支撑中国式现代化问题。,Positive
860,1411,1607,2023-05-06,买车买房婚育能激励你努力工作吗,导语：大家觉得买房买车结婚生育还能激励自己努力工作吗？  ​​​,Positive
861,1414,1610,2023-05-06,中国说唱巅峰对决,导语：华语乐坛说唱歌手顶级联赛《中国说唱巅峰对决》高能开唱，看巅峰rapper组成的四大联盟为争夺巅峰说唱联盟而战！,Positive
862,1416,1612,2023-05-06,Ella教张嘉倪哼唱,导语：还有人没有看张嘉倪的练声片段吗，真的好可爱！姐姐因为这声“哼”，不仅锁住了嗓音，还锁住了未来的无限可能～ ​,Positive
